peak,measure_RT,cand_structure,MS_score,retention_score
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.338729382
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@H](O)[C@@H]1O)CO)[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.550599098
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.428590775
18,112.54 ,O([C@H]1[C@@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.548645496
18,112.54 ,O([C@H]1[C@@H](O)[C@H](OC(O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.564474106
18,112.54 ,O([C@H]1[C@@H](O)[C@H](OC(O)[C@@H]1O)CO[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.490996361
18,112.54 ,O([C@H]1[C@@H](O[C@@H](O)[C@@H]1O)[C@H](O)CO)[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO)[C@H](O)[C@H]2O)CO,1.000 ,-5.804375648
18,112.54 ,O([C@H]1[C@@H](O[C@@H](O)[C@@H]1O)[C@H](O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.650609016
18,112.54 ,O([C@H]1[C@@H](O[C@@H](OC[C@@H](O)[C@@H]2O[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O)[C@H](O)CO)[C@@H]3O[C@H]([C@H](O)[C@H]3O)[C@H](O)CO,1.000 ,-5.455013275
18,112.54 ,O([C@H]1[C@@H](O[C@@H](OC[C@@H](O)[C@@H]2OC(O)[C@H](O)[C@H]2O)[C@@H]1O)[C@H](O)CO)[C@@H]3O[C@H]([C@H](O)[C@H]3O)[C@H](O)CO,1.000 ,-5.514389515
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@@H]2O)CO)O[C@@H]([C@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.705471992
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@H]2O)CO)O[C@@H]([C@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.598008156
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](OC2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.437021255
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](OC2O)CO)O[C@@H]([C@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.648139954
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.658268929
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.613694668
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.596764088
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.54765749
18,112.54 ,O([C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)O[C@@H]([C@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.759209633
18,112.54 ,O([C@H]1[C@@H](O[C@H](O)[C@@H]1O)[C@H](O[C@@H]2O[C@H]([C@H](O)[C@H]2O)[C@H](O)CO)CO)[C@@H]3O[C@H]([C@H](O)[C@H]3O)[C@H](O)CO,1.000 ,-5.892075539
18,112.54 ,O([C@H]1[C@@H](OC(O)[C@@H]1O)[C@H](O)CO)[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO)[C@H](O)[C@H]2O)CO,1.000 ,-5.832343102
18,112.54 ,O([C@H]1[C@@H](OC(O)[C@@H]1O)[C@H](O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.730247498
18,112.54 ,O([C@H]1[C@@H](OC(O)[C@@H]1O)[C@H](O[C@@H]2O[C@H]([C@H](O)[C@H]2O)[C@H](O)CO)CO)[C@@H]3O[C@H]([C@H](O)[C@H]3O)[C@H](O)CO,1.000 ,-5.843050957
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.473003387
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.187216759
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.542709351
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.246623039
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.354176044
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.217342377
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.391369343
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.498922825
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.361898422
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.320039272
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.330220222
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.437767029
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.300853252
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.610135078
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.301010609
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.538219452
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.487104416
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.594679832
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.457444668
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.233453751
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.378225327
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.346292496
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.453761578
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.308362484
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.540606499
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.513331413
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)COC3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.520990372
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.274207115
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.371545792
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.251259804
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.340067387
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.635711193
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.603089809
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.705007553
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.666213512
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.921732903
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.551762104
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.708925724
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.648267269
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.756811142
18,112.54 ,O([C@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.605935097
18,112.54 ,O([C@H]1[C@H](O)[C@@H](OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)C3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.535926819
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO)[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.368235588
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.36841917
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.407671452
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.403597355
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.487997055
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.451185703
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H](O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.51260519
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H](O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.720815182
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H](O)[C@@H]1O)CO[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.657762527
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H](OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.39674139
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.503773212
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.936571598
18,112.54 ,O([C@H]1[C@H](O)[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.86216259
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.437324047
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.419077396
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.411549568
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.389389038
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.457720757
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.668311119
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.408614159
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.594902515
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@H]1O)CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.470165253
18,112.54 ,O([C@H]1[C@H](O)[C@H](OC(O)[C@H]1O)COC2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.49175787
18,112.54 ,O([C@H]1[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@H]2O)CO)O[C@@H]([C@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.658326149
18,112.54 ,O([C@H]1[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](OC2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.505273819
18,112.54 ,O([C@H]1[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](OC2O)CO)O[C@@H]([C@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.722037315
18,112.54 ,O([C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.548386574
18,112.54 ,O([C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.552360058
18,112.54 ,O([C@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.411485672
18,112.54 ,O([C@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.553089142
18,112.54 ,O([C@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.516279221
18,112.54 ,O([C@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.498470306
18,112.54 ,O([C@H]1[C@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.517471313
18,112.54 ,O([C@H]1[C@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.604278564
18,112.54 ,O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.859501839
18,112.54 ,O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H](O)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.812773228
18,112.54 ,O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.555639267
