System,SMILES,RT,pubchem
dataset_82,CN1C(=O)C2=C(N=CC(=C2)C(=O)NC3=CC=CC=C3)N(C1=O)C4=CC=C(C=C4)OC,861.7,53157096
dataset_82,CC1=CC=C(C=C1)C2=NN3CCCN(CC3=C2)C(=O)C4=CC=CC(=C4)C#N,861.7,53165018
dataset_82,CCOC1=NC2=C(CN(CC2)C(=O)NC3=C(C=CC(=C3)C)C)C=C1,861.7,91907657
dataset_82,CC(=O)NC1=CC=C(C=C1)OCCOC2=CC=C(C=C2)[N+](=O)[O-],861.8,274542
dataset_82,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2,861.8,300471
dataset_82,C1CCN(C1)S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC=CC4=NSN=C43,861.8,46291398
dataset_82,C1CN(CC2=CC=CC=C21)C3=NC4=CC=CC=C4C(=N3)SCC(=O)NC5=CC=CC(=C5)C#N,861.8,46377224
dataset_82,C1CCCN(CC1)C(=O)C2=NN=C(O2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,861.8,46393418
dataset_82,CS(=O)(=O)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C(C2=O)SC4=C3C=CC(=N4)C5=CC=CC=C5,861.8,50833948
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)S4)C,861.8,53106124
dataset_82,CCC1=CC(=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)S4)C,861.8,53106148
dataset_82,CC1=CC=CC=C1NC(=O)C(=O)C2=CC=CN2,861.8,53123817
dataset_82,C1CCC2=C(CC1)NC3=C2C=C(C=C3)S(=O)(=O)N4CCC(CC4)C(=O)NC5CC5,861.9,20934883
dataset_82,C1C(CN(C1=O)C2=CC3=C(C=C2)OCO3)C4=NC(=NO4)C5=CC6=C(C=C5)OCO6,861.9,42652877
dataset_82,C1CN(C(C2=C1C3=CC=CC=C3N2)C4=CC=CC=C4)C(=O)C5=CC=NC=C5,861.9,50806014
dataset_82,C1CC2=C(C1)C=C(C=C2)N3C=NS(=O)(=O)C4=C3N=CC=C4,861.9,53015148
dataset_82,CCCNC(=O)CN1C(=O)C2=CN=C(N=C2N(C1=O)CC)C3=CC=CC=C3,861.9,53116403
dataset_82,CN1C(=O)C2=C(N=CC(=C2)C(=O)NC3=CC=CC=C3)N(C1=O)C4=CC=CC=C4,861.9,53157064
dataset_82,CC1=CC=C(C=C1)NC2=NC3=NN(C(=O)N3C=C2)CC(=O)NC4=C(C=CC(=C4)C)OC,861.9,53201493
dataset_82,COC1=CC=C(C=C1)C2CN3C=NC(=C3CO2)C(=O)N4CCC(CC4)C(=O)NC5CCCCCCC5,861.9,91889585
dataset_82,COC1=CC(=CC(=C1OC)OC)C2=NOC(=N2)CN3C(=O)N4C(=N3)C=CC(=N4)C5=CC=CC=C5,862,50843603
dataset_82,CC1=NN2C(=C(N=C2S1)C(C)C)S(=O)(=O)N3CCSCC3,862,53152156
dataset_82,CC(CCC1=CC=CO1)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3)C4=CC=CC=N4,862,71793899
dataset_82,CCC(C(=O)NCC1=CC=C(O1)C)N2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=CC=C4,862.1,20919766
dataset_82,CCSC1=CC=CC=C1C(=O)NCCS(=O)(=O)N2CCC3=CC=CC=C3C2,862.1,27656324
dataset_82,CCN(C1=CC=CC(=C1)C)C(=O)CN2C(=O)N3C(=NC(=CC3=N2)C4=CC=CC=C4)C,862.1,51363616
dataset_82,CC1CCN(CC1)C(=O)C2=CC(=CN2)S(=O)(=O)N(C)CC(=O)N3CCN(CC3)C4=CC=CC=C4,862.1,53007105
dataset_82,CCCNC(=O)CN1C2=C(C=CC(=C2)S(=O)(=O)N(CC)CC)N3CCCCC3C1=O,862.1,53088496
dataset_82,CC1=CC2=NN(C(=O)N2C(=N1)C3=CC=CC=C3)CC(=O)NC4=CC=C(C=C4)C(C)C,862.1,53156558
dataset_82,CC1=CC(=CC(=C1)N2CCC(C2=O)NC(=O)CC3=CC=CS3)C,862.1,53166704
dataset_82,CCCN1C2=CC=CC=C2N3C(=CC(=N3)C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC)C1=O,862.1,53194343
dataset_82,C1CCC2=NN(C(=O)C=C2C1)CC(=O)NC3=NC(=CS3)C4=CC5=C(C=C4)OCCCO5,862.1,75466107
dataset_82,CCC1=CC=C(C=C1)CN2C(CC3(C2=O)CCOCC3)C4=NN=NN4C(C)(C)C,862.1,91909023
dataset_82,CC1=C(C=C(C=C1)CN2C(CC3(C2=O)CCOCC3)C4=NN=NN4C(C)(C)C)C,862.1,91909032
dataset_82,CC1CCN(CC1)S(=O)(=O)C2=CN3C(=NN(C3=O)CC(C)C)C=C2,862.2,49665975
dataset_82,CC1=CC(=NC2=C(C=NN12)C3=CC=CC=C3OC)C,862.3,4902318
dataset_82,CC(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N(CCC3)S(=O)(=O)C,862.3,17543694
dataset_82,CC1=CC=CC=C1C2=NC3=NC4=C(C(N3N2)C5=CC=C(C=C5)OC)C(=O)CC(C4)(C)C,862.3,22331583
dataset_82,CC1C(=O)NC2=C(O1)C=CC(=C2)C3=CSC(=N3)NC(=O)C4=CC=CC=C4,862.3,22694427
dataset_82,CC1=NC(=CS1)C2=CC3=C(C=C2)N(CC3)C(=O)C4=CC(=C(C=C4)OC)OC,862.3,27039539
dataset_82,C1CCCC(CC1)NC(=O)C2CC(=O)N(C2)C3=CC=CC(=C3)C(=O)NC4=CC=CC=C4,862.3,50844777
dataset_82,CC1=CC=C(C=C1)N2C=C(S(=O)(=O)C3=CC=CC=C32)C(=O)OC,862.3,53094560
dataset_82,C1CC(C1)C2=NN=C(O2)C3=CC=CN3CC(=O)NC4=CC=CC=C4,862.3,53114717
dataset_82,CC1=CC(=C(C=C1)C)NC(=O)CN2C(=O)C3=CC=CC=C3C(=N2)N(C)C,862.3,53137010
dataset_82,CCOC1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=CC2=O)C4=NC(=NO4)C,862.3,53143793
dataset_82,CCCN1C(C2=CC=CC=C2CC1=O)C(=O)NC3CCCCCC3,862.3,53147564
dataset_82,COC1=CC=CC=C1C2=NN3C(=CC=NC3=N2)C4=CC=CC=C4,862.3,75465877
dataset_82,CC1=CC(=C(C=C1)S(=O)(=O)N2CCCCCC2C3=NN=C(O3)C)C,862.3,124043082
dataset_82,CC(=O)N1CCC(CC1)C(=O)NC2=C(C(=CS2)C3=CC=CC=C3)C(=O)OC,862.4,6467950
dataset_82,COC1=CC=CC=C1NC(=O)C2C3C4=CC=CC=C4CCN3C(=O)C5=CC(=C(C=C25)OC)OC,862.4,22334423
dataset_82,CC1CN(C2=CC=CC=C2O1)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,862.4,22521407
dataset_82,CCSC1=NN=C(S1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)S4)C,862.4,53106160
dataset_82,C1CC1COCCC2CCN(CC2)C(=O)C3=CC=C(C=C3)C#N,862.4,53150924
dataset_82,C1CCN(CC1)C2=NC=C(C=N2)NC(=O)C3=CC=C(C=C3)C#N,862.4,53164685
dataset_82,CC1=CC=C(C=C1)C2CC3=NC(=NC=C3C(=O)C2)NC4=NC(=C5C=C(C(=CC5=N4)C)C)C,862.5,3822724
dataset_82,CC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3S(=O)(=O)N4CCN(CC4)C5=CC=CC=N5,862.5,50841916
dataset_82,C1CCN(C1)C(=O)CCN2C3=C(C=C(C=C3)C4=NOC(=N4)COC5=CC=CC=C5)N=N2,862.5,53121449
dataset_82,COC1=CC=C(C=C1)NC(=O)C2=CN=C(C=C2)C3=CSC=C3,862.5,53149674
dataset_82,CN1C2=C(C=CC=N2)OC3=C(C1=O)C=C(C=C3)S(=O)(=O)NC4=CC=CC=C4,862.5,53173604
dataset_82,CC(C)CCNC(=O)C1CCCN(C1)S(=O)(=O)C2=C(C=CC(=C2)OC)OC,862.6,3991939
dataset_82,CC1=C(OC2=CC3=C(C=C12)C(=C(C(=O)O3)CC(=O)N[C@@H](CC4=CNC5=CC=CC=C54)C(=O)O)C)C,862.6,6851164
dataset_82,CC1=CC(=C(N1)C(=O)N2CCC(CC2)CC(=O)NC(C3=CC=CS3)C(C)C)C,862.6,46330419
dataset_82,CC1CCCN(C1)C2=NC3=NN(C(=O)N3C=C2)CC(=O)NC4=CC=CC=C4C(=O)OC,862.6,49667180
dataset_82,CCCNC(=O)C1CCCN(C1)C2=NC(=O)C3=C(N2)C(=CS3)C4=CC=C(C=C4)C,862.6,49668070
dataset_82,CC1=C(C=C(C=C1)NC(=O)CN2C3=CC=CC=C3N=C(C2=O)CCC(=O)NC4CCCC4)C,862.6,49674138
dataset_82,CCCC1=C(SN=N1)C(=O)NCC2CCN(CC2)C(=O)OC3=CC=CC=C3,862.6,49689037
dataset_82,CC1=CC(=CC=C1)C2=CSC3=C2NC(=NC3=O)N4CCC(CC4)C(=O)NC(C)C,862.6,50848626
dataset_82,CCS(=O)(=O)NC1=C(SC(=C1)C2=NN=C(O2)C(C)C)C,862.6,53140883
dataset_82,CCOC1=CC=CC(=C1)C2=NOC(=N2)CN3C=CN(C(=O)C3=O)C4=CC=CC=C4OC,862.6,53157924
dataset_82,CCCNC(=O)N1CCCC1C2=NC(=NO2)C3=CC=CC=C3C,862.6,53206184
dataset_82,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(C2)N3C4=C(C=CC=N4)N=C3C5=COC=C5,862.6,87050952
dataset_82,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(C2)N3C4=C(C=CC=N4)N=C3C5=CC=CO5,862.6,87050963
dataset_82,CC1=C(C=C(C=C1)NC(=O)N2CC(C2)C3=NC(=NO3)CCOCC4CC4)C,862.6,124047476
dataset_82,CSC1=CC=C(C=C1)C2=C(N3C=CN=CC3=N2)NC4=CC5=C(C=C4)OCCO5,862.7,7299200
dataset_82,CC1CC2=C(N1C(=O)C)C=CC(=C2)S(=O)(=O)N3CCCC3C(=O)NC4=C(C=CC(=C4)OC)OC,862.7,20902015
dataset_82,CCOC(=O)C1=C(N=C(S1)NC(=O)C2CCCN(C2)S(=O)(=O)C)C3=CC=CC=C3,862.7,44086222
dataset_82,CCC1=NC(=NO1)C2=C(N(N=N2)C3=CC=CC=C3)C,862.7,53014961
dataset_82,CC1=CC=CC=C1C2=NC(=C(S2)C(=O)NC3CC3)C,862.7,53016150
dataset_82,CCS(=O)(=O)NC1=CC=C(C=C1)C2(CCC2)C(=O)NCC3=CC=C(C=C3)C,862.7,53110684
dataset_82,C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=CN=C(C=C3)C4=CC=CS4,862.7,53149834
dataset_82,CCC(=O)NC1=CN=C(C=C1)N2C=C(N=C2)C(=O)N3CCN(CC3)C4=C(C=CC(=C4)C)C,862.7,53156936
dataset_82,C1=CC=C2C=C(C=CC2=C1)SCCCCCCC(=O)NO,862.8,16126782
dataset_82,CCCCC(=O)NC1=NC(=CS1)C2=CC3=C(C=C2)OC(C(=O)N3)C,862.8,20997456
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2=NN=C(O2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,862.8,50837208
dataset_82,CCC1=CC=C(C=C1)NC(=O)CN2C(=O)C3=C(C(=C(N3C=N2)C)C(=O)NCC4=CC=CC=C4)C,862.8,50838343
dataset_82,CCOCCCNC(=O)NC1=C(N=C2N1C=CC=C2)C3=CC=CC(=C3)C,862.8,50847904
dataset_82,CC1=NC2=NC(=NN2C(=C1)N3CCN(CC3)C4=CC=CC=C4)C5=CN=CC=C5,862.8,53003164
dataset_82,CC1=CC(=CC=C1)OCC2=NC(=NO2)C3=CC4=C(C=C3)N(N=N4)CCC(=O)N5CCOCC5,862.8,53121544
dataset_82,CC1=CN(N=C1)CC2=C(OC(=N2)C3=CC=C(C=C3)NC(=O)C(C)(C)C)C,862.8,71837376
dataset_82,CC1=CC(=CC(=C1)N2CCC(C2=O)NC(=O)C3=CC=CC(=C3)C#N)C,862.8,71838996
dataset_82,CC1=CC(=CC=C1)S(=O)(=O)N(C)CC2CCOCC2,862.8,91905212
dataset_82,CC1=CC(=CC=C1)NC2=NC(=NC3=CC=CC=C32)C(=O)NCCC4=CC=CS4,862.9,20966083
dataset_82,CC1=C(N2C(=NC(=N2)C3=CC=CC=C3)N=C1C)SC4=CC=C(C=C4)N,862.9,50820505
dataset_82,C1CC(C1)C2=NC(=NO2)C3=CSC(=C3)S(=O)(=O)N4CCC(CC4)C(=O)N5CCOCC5,862.9,53010953
dataset_82,CCC(C1=CC=CS1)NC(=O)C2CCN(CC2)C3=NN=C(O3)C4=CC=C(C=C4)OC,862.9,53167034
dataset_82,CC1=C(SC(=N1)C2=CN(C3=C2C=CC=N3)C)C(=O)NCC4=CC=CC=C4,862.9,53172893
dataset_82,C1CCC(CC1)(C2=NC(=NO2)C3=CC=NC=C3)NC(=O)C4=CC=CC=C4,862.9,53181981
dataset_82,CC1=C(C2=C(S1)C=CN(C2=O)CC(C)C)C(=O)O,862.9,90488038
dataset_82,C1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)NCC3=CSC=C3,863,45559816
dataset_82,CN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)OC)OC4=CC=CC=C4C1=O,863,53037497
dataset_82,CC1=NC(=CS1)C2=CC=C(C=C2)C3=NOC(=N3)C(C)NC(=O)C4=CC=CO4,863,53112512
dataset_82,CCC(C)NC(=O)CN1C2=CC=CC=C2C(=CC1=O)C3=NC(=NO3)C4CC4,863,53143858
dataset_82,CCN1C=C(C2=C1N=CC=C2)C3=NC(=C(S3)C(=O)NC4=CC=C(C=C4)N5CCOCC5)C,863,53172978
dataset_82,CCCN1C=C(C2=C1N=CC=C2)S(=O)(=O)NCC3=CC=CC=C3,863,53174109
dataset_82,CCCC1=NC(=NC=C1C(=O)O)NCC2=C(C=CC(=C2)OC)OC,863,91888342
dataset_82,CC(C)C1=NC(=NC=C1C(=O)O)NCC2=CC(=C(C=C2)OC)OC,863,91915946
dataset_82,C1CC=C2C(C1)(CCC(=O)N2CC3CC3)CNC(=O)CCC4=NC5=CC=CC=C5S4,863,124043359
dataset_82,CC(C)(C)C1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NCC3=CC(=C(C=C3)OC)OC,863.1,45607050
dataset_82,COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NCCC3=CSC(=N3)C4=CC=CS4,863.1,46390135
dataset_82,CCSC1=CC=CC=C1C(=O)NCC2CCN(CC2)C(=O)OC3=CC=CC=C3,863.1,49689064
dataset_82,CCOC(=O)C1=C(NC(=C1C)C(=O)N2CCCC(C2)C(=O)NCC3=CC=CC(=C3)C)C,863.1,53067387
dataset_82,CCN1C2=NC(=NC=C2C(=O)N(C1=O)CC(=O)NC(C)C)C3=CC=CC=C3,863.1,53116368
dataset_82,CCN1C(=O)C2=CC(=CN2C=N1)S(=O)(=O)NC3=CC=CC=C3C,863.1,53175967
dataset_82,CC1=C(SC=C1)C(=O)NC2=CN=C(C=C2)N3CCN(C3=O)C4CCCCC4,863.1,53187625
dataset_82,CC(C)NC(=O)NC1=C(N=CC=C1)N2CCOCC2,863.2,47375907
dataset_82,CCOC1=CC=C(C=C1)N2[C@@H]3CS(=O)(=O)C[C@@H]3N(CC2=O)C(C)C4=CC=CC=C4,863.2,50751862
dataset_82,C1=CC=C(C=C1)C2=NN=C(O2)SCC3=NOC(=N3)CCC(=O)NC4=CC=CC=C4,863.2,50810070
dataset_82,CCC(C)(C)NS(=O)(=O)C1=CC(=CS1)C2=NC(=C(S2)C(=O)N3CCCC3)C,863.2,53012000
dataset_82,CC1=CC(=C(C=C1)C2=NN3C=CN=C(C3=C2)N4CCCC(C4)C(=O)NCC5CC5)C,863.2,53086024
dataset_82,CC1=CC(=C(C=C1)OC)NC(=O)N2CCCC2C3=NOC(=C3)C,863.2,53096408
dataset_82,COC1=CC=C(C=C1)C2=C(N3C=CN=CC3=N2)NC4=CC=CC=C4OC,863.2,53208166
dataset_82,C1CCC(C1)C(=O)N2CCC(C2)C3=NOC(=N3)C4=CC=NC=C4,863.2,91905572
dataset_82,CC1=CC=C(C=C1)N2CCN(CC2)C3=NC=C(C(=N3)C)C(=O)O,863.2,91915901
dataset_82,COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)OCC3=NOC(=N3)C4CCCO4,863.2,124077996
dataset_82,C1=CC=C(C=C1)C2=CN=C(O2)C(=O)NCC3=NOC(=C3)C4=CC=CO4,863.3,45511760
dataset_82,CN(CCC1=NOC(=N1)COC2=CC=CC=C2)C(=O)CC3=CC=CC=C3,863.3,50765647
dataset_82,COCCNC(=O)C1=CSC(=N1)N2CCN(CC2)C3=CC=CC=C3,863.3,53160999
dataset_82,CC(C)C1=NOC(=N1)C2=CC(=NC=C2)N3C=C(N=C3)C(=O)N4CCSCC4,863.3,53178781
dataset_82,CC(C)C1=NOC(=N1)C2=CN=C(C=C2)N3C=C(N=C3)C(=O)N4CCSCC4,863.3,53178916
dataset_82,CCC1(C(=O)NC(=O)NC1=O)CC=C2CCCCC2,863.4,30964
dataset_82,C1C(=O)N(C(=O)C2=CC=CC=C2O1)CC(=O)C3=CC(=CC=C3)[N+](=O)[O-],863.4,8029721
dataset_82,CC1=CN=C(C=C1)NC2=NC(=CS2)C3=CC4=C(C=C3)OCO4,863.4,49673794
dataset_82,COC1=CC(=CC(=C1OC)OC)NC(=O)NC2=NC(=CS2)C3=NC4=CC=CC=C4S3,863.4,49676185
dataset_82,CCOC(=O)CCC1=C(N(N=C1C)C2=CC(=NC=N2)N3CCOCC3)C,863.4,50744216
dataset_82,COC1=CC=C(C=C1)CNC(=O)CN2C(=O)CC(=NC3=CC=CC=C32)C4=CC=CS4,863.4,53060525
dataset_82,CCCNC(=O)N1CCN(CC1)C2=NC3=CC=CC=C3N(C2=O)CC4=CC=CC=C4,863.4,53070034
dataset_82,CCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC(CC3)C(=O)NC4=CC5=C(C=C4)OCO5)SC1=O,863.4,53106230
dataset_82,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(N=CC=C5)N(C4=O)C,863.5,18582869
dataset_82,CCN1C2=C(C=CC=N2)N=C(C1=O)N3CCC(CC3)C(=O)NCCC4=CNC5=C4C=C(C=C5)OC,863.5,50781217
dataset_82,CCOC1=CC=CC=C1N2CCN(CC2)C3=NC4=C(C=C(C=C4)NC(=O)C5CCC5)C(=C3)C(=O)O,863.5,50784058
dataset_82,CCCCNC(=O)C(C)N1C(=O)C2=C(N(N=C2C(=N1)C)C3=CC=CC=C3)C,863.5,53090906
dataset_82,C=CC1=CC=C(C=C1)CN2C(=O)N3C=C(C=CC3=N2)S(=O)(=O)N4CCOCC4,863.6,49666027
dataset_82,CCN1C(=CC=N1)C2=CSC(=C2)S(=O)(=O)N3CCCC3,863.6,53130965
dataset_82,CC1CCN(CC1)C2=NC=CN3C2=NN(C3=O)CC(=O)NC4=C(C=CC(=C4)C)C,863.6,53142328
dataset_82,C1COC2=C(O1)C=CC(=C2)NC(=O)C3=CN=C(C=C3)C4=CSC=C4,863.6,53149666
dataset_82,CC1=CSC(=N1)C2=CN=C(C=C2)N3CCN(CC3)C(=O)C4=NN(C5=CC=CC=C54)C,863.6,53172796
dataset_82,CC1=C(SC(=N1)C2=CN=C(C=C2)N3CCN(CC3)C(=O)C4=NNC5=CC=CC=C54)C,863.6,53172869
dataset_82,C1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C4=CC=CC=C4C3=O,863.7,2865710
dataset_82,C[C@]12CCC3C(C1CC[C@@H]2NCCCCCCN4C(=O)CCC4=O)CCC5=C3C=CC(=C5)OC,863.7,16760694
dataset_82,CCSC1=CC=CC=C1C(=O)NCC2=NOC(=C2)C3=CC=CC=C3,863.7,16866583
dataset_82,CCCN(CCC)C(=O)C1COC2(N1C(=O)C3=C(C=CC=C3OC)OC)CCCCC2,863.7,46110798
dataset_82,C#CCOCC1CCN(CC1)C(=O)CC2CCCCC2,863.7,49670836
dataset_82,CCOC1=CC(=C(C=C1)OCC)NS(=O)(=O)C2=C(C=CC(=C2)C3=C(ON=C3C)NC(=O)C)OC,863.7,53133155
dataset_82,CCC1=NOC(=C1C2=CC(=C(C=C2)OC)S(=O)(=O)N3CCC(CC3)C)NC(=O)C,863.7,53133201
dataset_82,CCN(CC1=CN(N=C1C)C)C(=O)C2=NN3C4=CC=CC=C4N(C(=O)C3=C2)CC(C)C,863.7,53194419
dataset_82,COC1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C4CC4,863.8,2462253
dataset_82,C=CCN(C1=CC=CC=C1)C(=O)C2CCCN(C2)C3=NC=NC4=C3N=C5N4CCCCC5,863.8,20912408
dataset_82,CC(C)CNC(=O)NC(C1=CC=CC=C1)C(=O)N2CCC3=CC=CC=C32,863.8,46383584
dataset_82,CCOC(=O)C1=CC=C(C=C1)NC(=O)COC2=NC(=NC(=C2)C)N3CCN(CC3)C4=CC=CC=C4,863.8,49672981
dataset_82,CCC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(S2)CCN(C3)C(=O)C4CC4,863.8,53156339
dataset_82,CC1=CC(=C(C=C1)C)NS(=O)(=O)C2=CC3=C(S2)CCN(C3)C(=O)C4CC4,863.8,53156349
dataset_82,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(S2)CCN(C3)C(=O)C4CCC4,863.8,53156411
dataset_82,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(O2)C3=NN=C(O3)C4CCC4,863.8,53175628
dataset_82,CC1=CC=C(C=C1)CN2C3=C(C=C2C(=O)NCC4=CC=CC=C4)SC=C3,863.9,6623119
dataset_82,CC1=C(C(=CC=C1)C)NC2=C(N=C3N2C=CC=N3)C4=CC=C(C=C4)SC,863.9,7338256
dataset_82,CC1=CC(=C(C=C1)C)NC2=C(N=C3N2C=CC=N3)C4=CC=C(C=C4)SC,863.9,7338299
dataset_82,COC1=CC=CC(=C1)C2=CC(=O)N3C4=CC=CC=C4N(C3=N2)CC(=O)NCC5=CC=CO5,863.9,45031675
dataset_82,CCOC1=NC2=C(C=CC=C2NC(=O)C3CCN(CC3)S(=O)(=O)C)C=C1,863.9,49727843
dataset_82,CCOC(=O)N1CCC2(CC1)C(=C(C(=O)O2)C)C(=O)NC3=CC(=CC(=C3)OC)OC,863.9,50757823
dataset_82,CCN(CC)C(=O)C1=CC2=C(C=C1)SCC(=O)N2CC(=O)NCCC3=CCCCC3,863.9,50776901
dataset_82,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=C4N=CC=C(N4N=C3)C5=CC6=C(C=C5)OCO6,863.9,53109762
dataset_82,CC1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)NC4=C3CN(CC4)C(=O)C5CCC5,863.9,53137843
dataset_82,CCOC1=CC=C(C=C1)NC(=O)CN2C3=C(C(=O)N(C2=O)C4=CC=CC(=C4)C)N(C(=C3)C)C,863.9,91917053
dataset_82,CC1=CC(=NO1)C2=NN3C(=NN=C3S2)C4=CC=C(C=C4)OC,864,17714304
dataset_82,C1COC2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)C#N,864,37694176
dataset_82,CC1=CC2=C(C=C1)NC=C2CCN3CC(CC3=O)C(=O)NC4=NN=C(S4)CC(C)(C)C,864,46263211
dataset_82,CCCN1C(=O)C2=CC(=NN2CC1(C)C(=O)NC3CCCC3)C(=O)NCCC4=CC=CC=C4,864,46279112
dataset_82,CN(C)C1=NC2=C(S1)C3=NN(C(=O)N3C=N2)CC(=O)NC4CCC5=CC=CC=C45,864,50844887
dataset_82,CC1=CSC(=N1)C2=CC(=C(N2C)C)S(=O)(=O)NCC3=CC=CO3,864,53104479
dataset_82,CC(C)COC1=CC(=O)N2CCCCCC2=C1C(=O)NCC3CCCCC3,864,91904555
dataset_82,CN1C(C(C2=CC=CC=C2C1=O)C(=O)NCC3=CC=CC=C3OC)C4=CC=C(C=C4)OC,864.1,4147884
dataset_82,CCCCCCNC(=O)C1CC(=O)N(C1)CCC2=CNC3=C2C=C(C=C3)C,864.1,50745070
dataset_82,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCC(CC2)C(=O)NCCC3=CCCCC3)C,864.1,50804161
dataset_82,CCN1C2=C(C=CC(=C2)C(=O)NCCC3=CC(=C(C=C3)OC)OC)OC4=CC=CC=C4C1=O,864.1,53132944
dataset_82,CC1CCN(CC1)C2=NC(=NC3=C2C=NN3C)C(=O)N(C)C4=CC=CC=C4,864.1,53181346
dataset_82,CCC(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=NC4=NN=CN4C(=C3)C,864.1,53202484
dataset_82,CCCCC1=CC=C(C=C1)NC(=O)N2CCCC2C3=NN=CN3C4CCCC4,864.1,124037928
dataset_82,CC1=C(SC(=C1C(=O)OC)NC(=O)CN2C(=O)CCC2=O)CC3=CC4=C(C=C3)OCO4,864.2,4663486
dataset_82,CC1=CC(=C(C=C1)OC)NC(=O)C2CCCN(C2)C3=NC=NC4=C3N=C5N4CCCCC5,864.2,20912248
dataset_82,C1=CC=C(C=C1)C2=NN=C(O2)COC3=CC=C(C=C3)NC(=O)C4=CSC=C4,864.2,50844000
dataset_82,CCC(C(=O)NCCC1=CC=CO1)N2C3=CC=CC=C3C4=C2C(=O)N(N=C4)C,864.2,53055032
dataset_82,CC(C)N1C2=C(C=C(C=C2)NC(=O)C3=CC=CC=C3)SC4=C(C1=O)C=CC=N4,864.2,53182750
dataset_82,CC(C)C1=C(N=C(S1)NC(=O)CN2C(=O)C=C3CCCCCC3=N2)C(=O)OC,864.2,71705324
dataset_82,CCCN1C(=O)CN(CC1(C)C(=O)NCC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)C,864.3,46275747
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2(CN(CC(=O)N2C3=C(C=C(C=C3)C)C)S(=O)(=O)C)C,864.3,46275921
dataset_82,CC1=CC=C(O1)CNC(=O)C2CCCN(C2)S(=O)(=O)C3=CC(=CS3)C4=NOC(=N4)C,864.3,46385561
dataset_82,COC1=CC=C(C=C1)C2CC(=O)N(C(=O)C2)C3=CC=C(C=C3)OC,864.3,50774139
dataset_82,C1CC1C2=NC(=NO2)C3=CC=C(C=C3)N4CCN(CC4)C(=O)C5=CC=CO5,864.3,53064628
dataset_82,CCC1=NN=C(O1)C2=CC(=CN2C)S(=O)(=O)NCCCC3=CC=CC=C3,864.3,53130889
dataset_82,C1CCN(CC1)C(=O)C2=CN(C=N2)C3=NC=C(C=C3)C4=NC(=NO4)C5CC5,864.3,53178856
dataset_82,CC1=C(C=NN1C2=NC=CC(=C2)C3=NC(=NO3)C4CC4)C(=O)N5CCCC5,864.3,53179029
dataset_82,CCOC1=CC=C(C=C1)N2C(=O)N[C@@H]3C[C@@]2(OC4=C3C=C(C=C4)OC)C,864.3,83274876
dataset_82,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=NC=C3)C(=O)C4=NN(C5=CC=CC=C54)C,864.3,87051947
dataset_82,CCCN(CC1CCOC1)C(=O)NC2=CC=CC(=C2)CC,864.3,91915458
